cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
77	cancer_glszm_LargeAreaLowGrayLevelEmphasis;cancer_shape_Maximum2DDiameterSlice;cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength;cancer_shape_Maximum2DDiameterColumn;cancer_shape_MajorAxisLength;cancer_shape_Maximum3DDiameter;cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity;cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.003076905461845212
78	bladder_glszm_GrayLevelNonUniformityNormalized	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_2_2;StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256;StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.0030920073166095874
79	cancer_shape_Maximum2DDiameterSlice;cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength;cancer_shape_Maximum2DDiameterColumn;cancer_shape_MajorAxisLength;cancer_shape_Maximum3DDiameter	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.003119272373761097
80	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	Median_nuclei_AreaShape_Zernike_4_0	0.003161259381648137
81	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis;cancer_glszm_SizeZoneNonUniformityNormalized;cancer_glszm_SmallAreaEmphasis	Mean_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.0031944334410772897
82	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy;bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation;bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized;bladder_glcm_MaximumProbability;bladder_glcm_JointEnergy;bladder_glcm_JointEntropy;bladder_firstorder_RootMeanSquared;bladder_glszm_GrayLevelNonUniformityNormalized;bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	Texture_InfoMeas2_Hematoxylin_3_00_256	0.0032541019169623313
83	bladder_glcm_Correlation;bladder_glcm_Imc2	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.0033492493563279115
84	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis;cancer_gldm_SmallDependenceHighGrayLevelEmphasis;cancer_glrlm_LongRunLowGrayLevelEmphasis;cancer_gldm_LargeDependenceLowGrayLevelEmphasis	StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256;StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.0033554807608750393
85	bladder_glcm_JointEnergy;bladder_glcm_JointEntropy	Median_plasm_AreaShape_Compactness	0.0033638559703363866
86	cancer_gldm_GrayLevelNonUniformity	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.0034209577857727846
87	bladder_gldm_GrayLevelNonUniformity	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_2;Mean_plasm_AreaShape_Eccentricity;Median_plasm_AreaShape_Eccentricity;Mean_nuclei_AreaShape_Eccentricity;Median_nuclei_AreaShape_Eccentricity	0.0034617246927560194
88	cancer_firstorder_Energy	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.0034682187233097224
89	bladder_firstorder_10Percentile;bladder_glszm_LargeAreaLowGrayLevelEmphasis;bladder_firstorder_90Percentile;bladder_firstorder_Mean;bladder_firstorder_Median	Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.003505694481060367
90	bladder_firstorder_90Percentile	Mean_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.0036720983327838746
91	bladder_glcm_Imc1;bladder_glcm_Correlation;bladder_glcm_Imc2;bladder_glrlm_RunEntropy;bladder_gldm_DependenceEntropy	StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.0037322135900858
92	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Median_plasm_AreaShape_MeanRadius	0.003745053280817447
93	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	StDev_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin;StDev_plasm_Intensity_LowerQuartileIntensity_Hematoxylin;StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_4of4;StDev_nuclei_Texture_SumVariance_Hematoxylin_3_00_256;StDev_plasm_Texture_SumVariance_Hematoxylin_3_00_256;Median_nuclei_Intensity_MassDisplacement_Hematoxylin;Mean_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Median_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Mean_plasm_Texture_Correlation_Hematoxylin_3_00_256;Median_plasm_Texture_Correlation_Hematoxylin_3_00_256	0.00382010666048393
94	bladder_glcm_Imc1;bladder_glcm_Correlation;bladder_glcm_Imc2;bladder_glrlm_RunEntropy;bladder_gldm_DependenceEntropy	Mean_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.0038214677566053954
95	cancer_glszm_GrayLevelNonUniformity	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.003849195685793415
96	bladder_glrlm_GrayLevelNonUniformity;bladder_gldm_GrayLevelNonUniformity	Mean_plasm_AreaShape_Zernike_5_5;Median_plasm_AreaShape_Zernike_5_5	0.00387033107981673
97	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.003926407167386573
98	cancer_gldm_SmallDependenceLowGrayLevelEmphasis;cancer_glrlm_LongRunHighGrayLevelEmphasis;cancer_gldm_LargeDependenceHighGrayLevelEmphasis	Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0;StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0	0.003996172888872127
99	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Mean_plasm_AreaShape_Zernike_2_2;Median_plasm_AreaShape_Zernike_2_2	0.004034781787921265
100	bladder_glcm_Imc1;bladder_glcm_Correlation;bladder_glcm_Imc2;bladder_glrlm_RunEntropy;bladder_gldm_DependenceEntropy;cancer_glcm_Idmn;cancer_glcm_Idn;cancer_gldm_SmallDependenceLowGrayLevelEmphasis;cancer_glrlm_LongRunHighGrayLevelEmphasis;cancer_gldm_LargeDependenceHighGrayLevelEmphasis;cancer_glszm_LargeAreaLowGrayLevelEmphasis;cancer_shape_Maximum2DDiameterSlice;cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength;cancer_shape_Maximum2DDiameterColumn;cancer_shape_MajorAxisLength;cancer_shape_Maximum3DDiameter;cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity;cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Median_nuclei_Texture_SumAverage_Hematoxylin_3_00_256;Mean_plasm_Texture_SumAverage_Hematoxylin_3_00_256;Median_plasm_Texture_SumAverage_Hematoxylin_3_00_256	0.004055289627001586
101	bladder_shape_Maximum2DDiameterSlice;bladder_shape_LeastAxisLength;bladder_shape_SurfaceVolumeRatio;bladder_shape_SurfaceArea;bladder_shape_MeshVolume;bladder_shape_VoxelVolume	Median_nuclei_AreaShape_Zernike_8_4	0.004217651938739743
102	cancer_glszm_ZoneEntropy;cancer_glrlm_RunEntropy;cancer_gldm_DependenceEntropy;cancer_firstorder_Minimum;cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis;cancer_gldm_SmallDependenceHighGrayLevelEmphasis;cancer_glrlm_LongRunLowGrayLevelEmphasis;cancer_gldm_LargeDependenceLowGrayLevelEmphasis	Mean_plasm_AreaShape_Zernike_2_2;Median_plasm_AreaShape_Zernike_2_2	0.004217651938739743
103	cancer_firstorder_Kurtosis	StDev_nuclei_Intensity_MinIntensityEdge_Hematoxylin;StDev_plasm_Intensity_MinIntensityEdge_Hematoxylin	0.004272017507504479
104	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	StDev_nuclei_AreaShape_FormFactor	0.004278977580935045
105	bladder_gldm_GrayLevelNonUniformity	Median_nuclei_AreaShape_Zernike_2_0;StDev_nuclei_AreaShape_Compactness;StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_3of4	0.00430386350824658
106	cancer_gldm_SmallDependenceLowGrayLevelEmphasis;cancer_glrlm_LongRunHighGrayLevelEmphasis;cancer_gldm_LargeDependenceHighGrayLevelEmphasis	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_2_2;StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256;StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.004442705101608972
107	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Mean_plasm_AreaShape_Zernike_5_5;Median_plasm_AreaShape_Zernike_5_5	0.004485587533817962
108	bladder_glszm_GrayLevelNonUniformityNormalized	StDev_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin;StDev_plasm_Intensity_LowerQuartileIntensity_Hematoxylin;StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_4of4;StDev_nuclei_Texture_SumVariance_Hematoxylin_3_00_256;StDev_plasm_Texture_SumVariance_Hematoxylin_3_00_256;Median_nuclei_Intensity_MassDisplacement_Hematoxylin;Mean_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Median_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Mean_plasm_Texture_Correlation_Hematoxylin_3_00_256;Median_plasm_Texture_Correlation_Hematoxylin_3_00_256	0.004544080165106949
109	cancer_glszm_LargeAreaLowGrayLevelEmphasis;cancer_shape_Maximum2DDiameterSlice;cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength;cancer_shape_Maximum2DDiameterColumn;cancer_shape_MajorAxisLength;cancer_shape_Maximum3DDiameter;cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity;cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Median_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	0.00487495578666825
110	bladder_glszm_GrayLevelNonUniformityNormalized	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.004895032495196571
111	cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.0051546134980720556
112	cancer_shape_Maximum2DDiameterSlice;cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.005231559310861784
113	bladder_shape_Maximum2DDiameterColumn	Mean_plasm_AreaShape_Zernike_5_5;Median_plasm_AreaShape_Zernike_5_5	0.005291601368988324
114	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.005325061594983181
115	bladder_firstorder_RootMeanSquared	StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	0.0053637958899460875
116	bladder_glrlm_RunEntropy;bladder_gldm_DependenceEntropy	Texture_InfoMeas1_Hematoxylin_3_00_256	0.0053726705008775195
117	cancer_glcm_Idmn	Mean_nuclei_AreaShape_Area;Median_nuclei_AreaShape_Area	0.005411199629009307
118	bladder_glszm_LargeAreaLowGrayLevelEmphasis	StDev_nuclei_Intensity_StdIntensityEdge_Hematoxylin;StDev_plasm_Intensity_StdIntensityEdge_Hematoxylin	0.005411199629009307
119	bladder_firstorder_10Percentile;bladder_glszm_LargeAreaLowGrayLevelEmphasis;bladder_firstorder_90Percentile;bladder_firstorder_Mean;bladder_firstorder_Median	StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	0.0054547593059994124
120	cancer_glszm_LargeAreaLowGrayLevelEmphasis	StDev_nuclei_AreaShape_Zernike_6_0;StDev_plasm_AreaShape_Zernike_6_0	0.005488028384632824
121	cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.005532974190975893
122	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy;bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation;bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized;bladder_glcm_MaximumProbability;bladder_glcm_JointEnergy;bladder_glcm_JointEntropy	Mean_plasm_AreaShape_Zernike_2_2;Median_plasm_AreaShape_Zernike_2_2	0.005535595181177874
123	cancer_glszm_SizeZoneNonUniformity	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.005560330578023194
124	cancer_glcm_Idn	Mean_nuclei_AreaShape_Area;Median_nuclei_AreaShape_Area	0.005597147468992078
125	bladder_glrlm_RunEntropy	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.005677284254321786
126	bladder_glszm_ZonePercentage;bladder_gldm_SmallDependenceEmphasis;bladder_gldm_DependenceNonUniformityNormalized;bladder_gldm_DependenceVariance;bladder_glcm_DifferenceAverage;bladder_glcm_DifferenceEntropy;bladder_glrlm_RunLengthNonUniformityNormalized;bladder_glrlm_ShortRunEmphasis;bladder_glcm_Idm;bladder_glcm_Id;bladder_glrlm_LongRunEmphasis;bladder_glrlm_RunVariance;bladder_glrlm_RunPercentage;bladder_gldm_LargeDependenceEmphasis;bladder_glszm_ZoneEntropy;bladder_glszm_GrayLevelVariance;bladder_glcm_Contrast;bladder_glcm_DifferenceVariance;bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy;bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation;bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized;bladder_glcm_MaximumProbability;bladder_glcm_JointEnergy;bladder_glcm_JointEntropy;bladder_firstorder_RootMeanSquared;bladder_glszm_GrayLevelNonUniformityNormalized;bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.005722028411527908
127	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Median_nuclei_AreaShape_Area	0.0057875481487064595
128	bladder_glszm_GrayLevelNonUniformityNormalized	Mean_nuclei_Intensity_MaxIntensity_Hematoxylin;Mean_plasm_Intensity_MaxIntensity_Hematoxylin	0.005809044842093824
129	cancer_gldm_DependenceEntropy	StDev_nuclei_AreaShape_Compactness	0.005824974586639201
130	cancer_glszm_SizeZoneNonUniformity	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.00592434152909197
131	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Median_nuclei_Intensity_MassDisplacement_Hematoxylin;Mean_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Median_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Mean_plasm_Texture_Correlation_Hematoxylin_3_00_256;Median_plasm_Texture_Correlation_Hematoxylin_3_00_256	0.00592434152909197
132	cancer_glcm_Idmn;cancer_glcm_Idn;cancer_gldm_SmallDependenceLowGrayLevelEmphasis;cancer_glrlm_LongRunHighGrayLevelEmphasis;cancer_gldm_LargeDependenceHighGrayLevelEmphasis	Mean_nuclei_Texture_Entropy_Hematoxylin_3_00_256	0.005935816412401197
133	bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	Mean_nuclei_AreaShape_Area;Median_nuclei_AreaShape_Area	0.006006949265311868
134	bladder_glcm_Imc1;bladder_glcm_Correlation;bladder_glcm_Imc2;bladder_glrlm_RunEntropy;bladder_gldm_DependenceEntropy	StDev_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	0.006081657384999091
135	cancer_shape_Maximum2DDiameterSlice;cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength	StDev_nuclei_AreaShape_BoundingBoxMaximum_Y;StDev_nuclei_Location_CenterMassIntensity_Y_Hematoxylin;StDev_plasm_AreaShape_BoundingBoxMaximum_Y;StDev_plasm_Location_CenterMassIntensity_Y_Hematoxylin	0.006092472960952364
136	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.006092472960952364
137	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy;bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation;bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized;bladder_glcm_MaximumProbability;bladder_glcm_JointEnergy;bladder_glcm_JointEntropy;bladder_firstorder_RootMeanSquared;bladder_glszm_GrayLevelNonUniformityNormalized;bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	StDev_plasm_Parent_nuclei;Mean_plasm_Parent_nuclei;Median_plasm_Parent_nuclei	0.0061088892669557545
138	bladder_glszm_LargeAreaLowGrayLevelEmphasis	StDev_nuclei_Texture_Correlation_Hematoxylin_3_00_256	0.006209797318786085
139	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	StDev_plasm_Texture_DifferenceEntropy_Hematoxylin_3_00_256;StDev_nuclei_Intensity_StdIntensityEdge_Hematoxylin;StDev_plasm_Intensity_StdIntensityEdge_Hematoxylin	0.006280316732777158
140	bladder_glrlm_GrayLevelNonUniformity	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_2;Mean_plasm_AreaShape_Eccentricity;Median_plasm_AreaShape_Eccentricity;Mean_nuclei_AreaShape_Eccentricity;Median_nuclei_AreaShape_Eccentricity	0.006384788559153355
141	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Mean_plasm_AreaShape_Eccentricity;Median_plasm_AreaShape_Eccentricity;Mean_nuclei_AreaShape_Eccentricity;Median_nuclei_AreaShape_Eccentricity	0.006473447288009865
142	bladder_firstorder_90Percentile;bladder_firstorder_Mean;bladder_firstorder_Median	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_3_3	0.006578855453943315
143	bladder_shape_Maximum2DDiameterColumn	Median_nuclei_AreaShape_Zernike_8_4	0.0066492677935574545
144	bladder_glcm_Imc1;bladder_glcm_Correlation;bladder_glcm_Imc2;bladder_glrlm_RunEntropy;bladder_gldm_DependenceEntropy	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_0_0	0.0066492677935574545
145	bladder_firstorder_RootMeanSquared;bladder_glszm_GrayLevelNonUniformityNormalized;bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.006812250779642649
146	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_nuclei_Texture_Correlation_Hematoxylin_3_00_256	0.00683089386680976
147	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Mean_nuclei_AreaShape_Zernike_4_0	0.00683089386680976
148	cancer_glszm_GrayLevelNonUniformity	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.006897583508783078
149	cancer_glszm_ZonePercentage;cancer_gldm_SmallDependenceEmphasis	StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.006897583508783078
150	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Median_nuclei_Intensity_MaxIntensity_Hematoxylin;Median_plasm_Intensity_MaxIntensity_Hematoxylin	0.0069185302419482834
151	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy;bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation;bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized;bladder_glcm_MaximumProbability;bladder_glcm_JointEnergy;bladder_glcm_JointEntropy;bladder_firstorder_RootMeanSquared;bladder_glszm_GrayLevelNonUniformityNormalized;bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	Mean_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.006964719712027524
152	bladder_glcm_Correlation;bladder_glcm_Imc2	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.006993521675121354
